CustomerID,CustomerName,Region,SubscriptionType,SubscriptionStart,SubscriptionEnd,Canceled,Revenue,Subscription Duration
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1813,366
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2906,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2214,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2382,365
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2552,366
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1889,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1877,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2656,365
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1008,366
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1653,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2883,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2402,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2029,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2420,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2414,366
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1489,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2600,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1228,366
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2258,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1214,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2173,366
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2793,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1010,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2182,366
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2631,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2630,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1596,366
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2043,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2634,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1185,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1859,366
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2871,365
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1611,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1291,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1906,366
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2041,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2030,366
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2151,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1447,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2952,366
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2195,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1146,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1180,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2975,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1010,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1317,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2045,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2027,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2041,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2241,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1467,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2846,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1376,366
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2429,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2004,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1058,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1074,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2898,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1344,366
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1747,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2840,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2320,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2132,366
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1545,365
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1027,366
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2895,365
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1509,366
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1121,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1618,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2182,365
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2968,366
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1734,365
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2812,366
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2168,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1086,366
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1968,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2101,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1563,366
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1726,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2646,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2914,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2854,366
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1305,365
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2889,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2426,366
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1769,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1810,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1098,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2675,366
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2089,365
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1965,366
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1907,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1886,365
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2748,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1587,366
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2305,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2406,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1213,366
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2341,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1481,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1976,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1900,366
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1825,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1288,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2230,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1228,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2287,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1620,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1781,366
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2415,365
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2111,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2243,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2010,366
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1776,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2463,366
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1713,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2581,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1141,366
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2999,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1300,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1934,365
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1708,366
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2827,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2366,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2021,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1773,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2514,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1294,365
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1551,366
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2532,365
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2242,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1009,366
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2790,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2956,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1069,366
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1023,365
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2489,366
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1404,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1192,365
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1888,366
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1168,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1430,365
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1159,366
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2117,365
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1925,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1841,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1468,366
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1034,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2587,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2115,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2888,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1095,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1147,366
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2701,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2653,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2253,366
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2573,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2602,366
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2476,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1051,366
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2444,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2676,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2773,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1919,365
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2328,366
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2552,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1409,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1089,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1519,366
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1707,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1008,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1020,366
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2884,365
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2860,366
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1678,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1623,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1923,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2116,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2058,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1060,366
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2524,365
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1692,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1269,366
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1229,365
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1265,366
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1817,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1882,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2212,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1498,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1845,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1197,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2526,366
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2152,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2398,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2302,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2860,366
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1023,365
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1087,366
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1920,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1920,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1347,365
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2224,366
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2520,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2941,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2260,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2074,366
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1654,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1541,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1787,366
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1899,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2682,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2300,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2373,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1692,366
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2715,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2234,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2530,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2352,366
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2822,365
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1395,366
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1961,365
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1703,366
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1507,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1065,365
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2135,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2358,366
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1208,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2510,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2350,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2449,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1071,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1757,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2006,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2075,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2703,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2715,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2462,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2371,365
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1329,366
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2947,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1646,365
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2726,366
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1410,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2446,365
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1058,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2043,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2011,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1464,366
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1864,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2522,365
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2251,366
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2366,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2548,366
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1395,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1834,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1049,366
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2423,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1872,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1150,366
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2071,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1662,365
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2128,366
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1945,365
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1067,366
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1699,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1365,366
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1688,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2887,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1582,366
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1559,365
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2146,366
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1088,365
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1396,366
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2976,365
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1268,366
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2973,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2183,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2343,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2939,366
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2427,365
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2070,366
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1186,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2758,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2449,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2841,366
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2744,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2650,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2385,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2742,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1380,366
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1886,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2909,365
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2901,366
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1507,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1279,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1081,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2698,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2583,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2394,366
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2659,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2470,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1453,366
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1920,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2390,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2786,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1523,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2901,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2065,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1508,366
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1468,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1157,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1038,366
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2506,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2612,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1970,365
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1357,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1342,366
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1986,365
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1608,366
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2080,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1623,366
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1525,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1408,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2049,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2442,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2400,366
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2542,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1397,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2395,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1931,366
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2635,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1623,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2963,365
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1202,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1461,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2914,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1233,366
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1597,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2441,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2433,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1073,366
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2734,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2552,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2070,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2450,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1800,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2241,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2936,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2995,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2553,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2493,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1661,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1756,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1470,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1908,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2946,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1108,366
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2312,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2669,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2083,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2086,366
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1974,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2643,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2292,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2305,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1917,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1733,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2666,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2721,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1658,366
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1884,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1698,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1749,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1432,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1936,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2641,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2280,366
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2551,365
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1641,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1410,366
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2783,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1335,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2269,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1450,365
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2865,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1130,366
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2794,365
